"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3000000;"WIELKOPOLSKIE";"55-59";"kobiety";"2018";112598;"osoba";"";
3000000;"WIELKOPOLSKIE";"55-59";"kobiety";"2019";108044;"osoba";"";
3000000;"WIELKOPOLSKIE";"55-59";"kobiety";"2020";104342;"osoba";"";
3000000;"WIELKOPOLSKIE";"55-59";"kobiety";"2021";101936;"osoba";"";
3000000;"WIELKOPOLSKIE";"55-59";"kobiety";"2022";100403;"osoba";"";
3000000;"WIELKOPOLSKIE";"55-59";"kobiety";"2023";99308;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2000";60216;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2001";58912;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2002";57469;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2003";55299;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2004";53173;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2005";53261;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2006";62810;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2007";71186;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2008";81275;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2009";91237;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2010";101773;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2011";102695;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2012";104896;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2013";106079;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2014";107468;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2015";109315;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2016";110933;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2017";112430;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2018";112864;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2019";112581;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2020";109295;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2021";105000;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2022";100404;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"mężczyźni";"2023";97126;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2000";74119;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2001";71988;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2002";69450;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2003";66825;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2004";63853;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2005";63384;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2006";74607;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2007";84468;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2008";95659;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2009";107478;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2010";118400;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2011";119099;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2012";121359;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2013";122910;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2014";123956;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2015";125762;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2016";126695;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2017";128075;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2018";127907;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2019";127048;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2020";123118;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2021";118682;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2022";112992;"osoba";"";
3000000;"WIELKOPOLSKIE";"60-64";"kobiety";"2023";108771;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2000";54002;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2001";53428;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2002";53240;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2003";53225;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2004";53021;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2005";52189;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2006";51152;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2007";50058;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2008";48285;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2009";46633;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2010";47181;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2011";56091;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2012";64017;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2013";73255;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2014";82441;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2015";90449;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2016";91323;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2017";93482;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2018";94639;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2019";95776;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2020";96669;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2021";97664;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2022";98959;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"mężczyźni";"2023";99535;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2000";71844;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2001";71209;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2002";70898;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2003";70811;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2004";70935;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2005";70004;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2006";68067;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2007";65647;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2008";63214;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2009";60418;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2010";59859;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2011";70624;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2012";80167;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2013";90994;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2014";102482;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2015";112418;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2016";113164;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2017";115331;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2018";116803;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2019";117805;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2020";119104;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2021";119515;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2022";120796;"osoba";"";
3000000;"WIELKOPOLSKIE";"65-69";"kobiety";"2023";120704;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2000";88613;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2001";91219;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2002";93336;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2003";95159;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2004";97115;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2005";99230;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2006";101075;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2007";102823;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2008";104606;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2009";106195;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2010";107721;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2011";108682;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2012";109262;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2013";109379;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2014";109692;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2015";110507;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2016";119045;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2017";126195;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2018";133622;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2019";141288;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2020";146752;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2021";151770;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2022";158580;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"mężczyźni";"2023";166180;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2000";164240;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2001";167510;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2002";170886;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2003";173806;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2004";176608;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2005";179643;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2006";182530;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2007";185631;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2008";188284;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2009";190723;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2010";193593;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2011";194735;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2012";195068;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2013";194716;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2014";194676;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2015";194900;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2016";205499;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2017";214441;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2018";223456;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2019";233228;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2020";240545;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2021";247271;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2022";255752;"osoba";"";
3000000;"WIELKOPOLSKIE";"70 i więcej";"kobiety";"2023";265725;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2000";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2001";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2002";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2003";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2004";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2005";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2006";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2007";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2008";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2009";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2010";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2011";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2012";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2013";286116;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2014";287076;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2015";287589;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2016";289521;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2017";293217;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2018";295947;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2019";298022;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2020";300528;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2021";299035;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2022";294764;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"mężczyźni";"2023";287746;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2000";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2001";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2002";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2003";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2004";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2005";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2006";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2007";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2008";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2009";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2010";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2011";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2012";;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2013";269628;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2014";269931;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2015";270563;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2016";272546;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2017";275925;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2018";278647;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2019";280696;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2020";283323;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2021";282513;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2022";278710;"osoba";"";
3000000;"WIELKOPOLSKIE";"0-14";"kobiety";"2023";271881;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2000";77028;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2001";76248;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2002";74367;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2003";71049;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2004";67440;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2005";64641;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2006";62399;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2007";60157;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2008";58385;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2009";56657;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2010";54961;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2011";52940;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2012";50822;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2013";48444;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2014";46130;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2015";44351;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2016";42884;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2017";41715;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2018";40801;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2019";40442;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2020";38593;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2021";38984;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2022";40126;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"mężczyźni";"2023";41704;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2000";73728;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2001";72837;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2002";70752;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2003";67579;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2004";64271;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2005";61506;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2006";59388;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2007";57648;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2008";55953;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2009";54368;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2010";52755;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2011";50677;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2012";48764;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2013";46521;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2014";44212;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2015";42428;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2016";40896;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2017";39526;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2018";38555;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2019";37921;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2020";36167;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2021";36628;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2022";37861;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"15-19";"kobiety";"2023";39909;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2000";72565;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2001";73015;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2002";74600;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2003";76390;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2004";77154;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2005";77183;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2006";76148;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2007";74073;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2008";70782;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2009";67441;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2010";63470;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2011";61781;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2012";59868;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2013";58435;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2014";56917;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2015";54819;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2016";52886;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2017";50478;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2018";48053;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2019";45718;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2020";40985;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2021";39939;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2022";39066;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"mężczyźni";"2023";38570;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2000";70092;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2001";70330;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2002";71468;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2003";72878;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2004";73816;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2005";73985;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2006";72877;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2007";70826;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2008";67738;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2009";64460;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2010";60553;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2011";58875;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2012";57174;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2013";55816;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2014";54492;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2015";52718;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2016";50784;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2017";48772;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2018";46414;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2019";44243;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2020";39213;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2021";38101;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2022";37175;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"20-24";"kobiety";"2023";36682;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-29";"mężczyźni";"2000";63223;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-29";"mężczyźni";"2001";65608;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-29";"mężczyźni";"2002";67024;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-29";"mężczyźni";"2003";68576;"osoba";"";
